Country/Region,Continent,Population,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot_Cases/1M_pop,Deaths/1M_pop,TotalTests,Tests/1M_pop,WHO_Region,MortalityRatio,RecoveryRatio,CasesPerPopulation,DeathsPer1M,CasesPer1M,DailyGrowthRateCases,DailyGrowthRateDeaths,DailyGrowthRateRecovered,DailyGrowthRateCases_MA7,DailyGrowthRateDeaths_MA7,DailyGrowthRateRecovered_MA7
USA,North America,331198130.0,5032179,656.0,162804.0,80.0,2576668.0,936.0,2292707.0,18296.0,15194.0,492.0,63139605.0,190640.0,Americas,3.2352585231964124,51.203822439543586,0.015193862960518527,491.56074643295847,15193.862960518527,0.013036102253119373,0.04913884179749883,0.03632598378991783,0.0,0.0,0.0
Brazil,South America,212710692.0,2917562,656.0,98644.0,80.0,2047660.0,936.0,771258.0,8318.0,13716.0,464.0,13206188.0,62085.0,Americas,3.3810421166713853,70.18394124957756,0.013716104125127852,463.7472572370739,13716.104125127853,0.0224845264642191,0.08109971209602206,0.04571071369270289,0.0,0.0,0.0
India,Asia,1381344997.0,2025409,656.0,41638.0,80.0,1377384.0,936.0,606387.0,8944.0,1466.0,30.0,22149351.0,16035.0,South-EastAsia,2.0557823135969078,68.005227586132,0.0014662586134519442,30.143085246936323,1466.2586134519443,0.0323885200470621,0.1921321869446179,0.06795490582147026,0.0,0.0,0.0
Russia,Europe,145940924.0,871894,656.0,14606.0,80.0,676357.0,936.0,180931.0,2300.0,5974.0,100.0,29716907.0,203623.0,Europe,1.675203637139377,77.5733059293905,0.005974294091765514,100.08159191865882,5974.294091765514,0.07523850376307212,0.5477201150212241,0.1383884546179015,0.0,0.0,0.0
South Africa,Africa,59381566.0,538184,656.0,9604.0,80.0,387316.0,936.0,141264.0,539.0,9063.0,162.0,3149807.0,53044.0,Africa,1.784519792487328,71.96720824104767,0.009063149328193871,161.7336935843019,9063.149328193871,0.12189139773757673,0.8329862557267805,0.2416631381094507,0.0,0.0,0.0
Mexico,North America,129066160.0,462690,6590.0,50517.0,819.0,308848.0,4140.0,103325.0,3987.0,3585.0,391.0,1056915.0,8189.0,Americas,10.918109317253451,66.75052410901468,0.0035849056019021564,391.4039125360203,3584.9056019021564,1.4242797553437507,1.6212364154641012,1.3404652126612444,0.0,0.0,0.0
Peru,South America,33016319.0,455409,656.0,20424.0,80.0,310337.0,936.0,124648.0,1426.0,13793.0,619.0,2493429.0,75521.0,Americas,4.484759853230832,68.14467873933103,0.013793451656436927,618.6031822626865,13793.451656436928,0.14404634076182068,0.39169604386995693,0.3016076072140931,0.2619093066243744,0.5308585101314574,0.31030228798668297
Chile,South America,19132514.0,366671,656.0,9889.0,80.0,340168.0,936.0,16614.0,1358.0,19165.0,517.0,1760615.0,92022.0,Americas,2.69696812674032,92.77199451279212,0.019164810228284687,516.8688234071069,19164.81022828469,0.17890697655391347,0.8089796743856811,0.2751581571458809,0.28560514581020213,0.6394072005011976,0.34442116989467764
Colombia,South America,50936262.0,357710,656.0,11939.0,80.0,192355.0,936.0,153416.0,1493.0,7023.0,234.0,1801835.0,35374.0,Americas,3.3376198596628557,53.774006877079195,0.007022698289089215,234.3909727808452,7022.698289089215,0.18338877861955213,0.6700728704246587,0.48660029632710355,0.30859146754667827,0.7235462231195743,0.4074053959853064
Spain,Europe,46756648.0,354530,656.0,28500.0,80.0,2178.0,936.0,899.0,617.0,7582.0,610.0,7064329.0,151087.0,Europe,8.038811948213127,0.614334470989761,0.0075824511628806235,609.5389900490728,7582.451162880623,0.18503370659746707,0.2807017543859649,42.97520661157025,0.33039792276816465,0.7361990184683381,6.537012782520846
Iran,Asia,84097623.0,320117,656.0,17976.0,80.0,277463.0,936.0,24678.0,4156.0,3806.0,214.0,2612763.0,31068.0,EasternMediterranean,5.615446852244648,86.67549677149292,0.003806492842253104,213.75158249121975,3806.492842253104,0.20492507426972012,0.4450378282153983,0.3373422762674663,0.34892457569768587,0.7215301203532203,6.565434757042212
UK,Europe,67922029.0,308134,656.0,46413.0,80.0,2178.0,936.0,899.0,73.0,4537.0,683.0,17515234.0,257873.0,Europe,15.06260263391901,0.7068353378724841,0.004536584147096077,683.3276432304459,4536.584147096078,0.21289439010300712,0.17236550104496584,42.97520661157025,0.36192500317846166,0.6271557268272467,12.670226681822326
Saudi Arabia,Asia,34865919.0,284226,656.0,3055.0,80.0,247089.0,936.0,34082.0,1915.0,8152.0,88.0,3635705.0,104277.0,EasternMediterranean,1.0748488878568463,86.93398914947964,0.008151972130721694,87.62138178546219,8151.972130721694,0.23080224891459614,2.618657937806874,0.37881087381469836,0.19142821654572525,0.769644515733357,12.532847490558535
Pakistan,Asia,221295851.0,281863,656.0,6035.0,80.0,256058.0,936.0,19770.0,809.0,1274.0,27.0,2058872.0,9304.0,EasternMediterranean,2.1411111071690856,90.84484306205496,0.001273693106880707,27.271184582669832,1273.693106880707,0.2327371808289843,1.3256006628003314,0.3655421818494248,0.20409833655532003,0.9030594612948392,12.541981001220723
Bangladesh,Asia,164851401.0,249651,656.0,3306.0,80.0,143824.0,936.0,102521.0,27.5,1514.0,20.0,1225124.0,7432.0,South-EastAsia,1.3242486511169593,57.61002359293573,0.0015144002324857402,20.05442465120451,1514.4002324857402,0.2627668224841879,2.4198427102238353,0.6507954166203137,0.21607831454535928,1.1331827521288613,12.595643466859928
Italy,Europe,60452568.0,249204,656.0,35187.0,80.0,201323.0,936.0,12694.0,42.0,4122.0,582.0,7099713.0,117443.0,Europe,14.119757307266337,80.78642397393301,0.004122306268279621,582.0596405433099,4122.306268279621,0.26323815027046116,0.22735669423366583,0.46492452427194114,0.2274853676383463,1.0699375841015766,12.592546927994906
Turkey,Asia,84428331.0,237265,656.0,5798.0,80.0,220546.0,936.0,10921.0,580.0,2810.0,69.0,5081802.0,60191.0,Europe,2.443681116051672,92.95344867553158,0.0028102533496723986,68.67363041915397,2810.2533496723986,0.27648410005689844,1.379786133149362,0.4244012586943314,0.24054970956112218,1.2269496382106333,6.513860449012632
Argentina,South America,45236884.0,228195,656.0,4251.0,80.0,99852.0,936.0,124092.0,1150.0,5044.0,94.0,794544.0,17564.0,Americas,1.8628804312101492,43.75731282455794,0.005044445590018976,93.97198975950687,5044.445590018976,0.2874734328096584,1.8819101387908728,0.9373873332532148,0.2523423322096848,1.4322171111499868,6.599581171439168
Germany,Europe,83811260.0,215210,656.0,9252.0,80.0,196200.0,936.0,9758.0,236.0,2568.0,110.0,8586648.0,102452.0,Europe,4.299056735281818,91.16676734352492,0.00256779339673452,110.39089497043715,2567.79339673452,0.30481854932391617,0.8646779074794639,0.47706422018348627,0.26547435495552896,1.531118883497772,0.5284179726696301
France,Europe,65288306.0,195633,656.0,30312.0,80.0,82460.0,936.0,82861.0,384.0,2996.0,464.0,3992206.0,61147.0,Europe,15.494318443207433,42.150352956811986,0.0029964477865301025,464.2791620294146,2996.4477865301023,0.3353217504204301,0.26392187912377935,1.1350958040261945,0.2804057123135052,1.1947280179716155,0.6364586769855581
Iraq,Asia,40306025.0,140603,656.0,5161.0,80.0,101025.0,936.0,34417.0,517.0,3488.0,128.0,1092741.0,27111.0,EasternMediterranean,3.6706186923465363,71.85124072743825,0.0034883866617956,128.04537286919262,3488.3866617956,0.46656187990298925,1.5500871924045727,0.9265033407572383,0.3138092407526488,1.226797522200793,0.7165959854009599
Philippines,Asia,109722719.0,119460,656.0,2150.0,80.0,66837.0,936.0,50473.0,239.0,1089.0,20.0,1669996.0,15220.0,WesternPacific,1.7997656119203083,55.94927172275238,0.0010887444376948042,19.59484799132621,1088.7444376948042,0.5491377867068474,3.7209302325581395,1.4004219219893173,0.3547193784987431,1.4126671682485508,0.8236854861679604
Indonesia,Asia,273808365.0,118753,656.0,5521.0,80.0,75645.0,936.0,37587.0,27.5,434.0,20.0,1633156.0,5965.0,South-EastAsia,4.649145705792695,63.69944338248297,0.0004337084442252157,20.163737510356924,433.70844422521566,0.5524070970838632,1.4490128599891323,1.2373587150505652,0.3960292280435147,1.5871894776421889,0.934033227707764
Canada,North America,37775022.0,118561,656.0,8966.0,80.0,103106.0,936.0,6489.0,2263.0,3139.0,237.0,4319172.0,114339.0,Americas,7.562351869501775,86.96451615624025,0.0031386083640136597,237.35260829232607,3138.60836401366,0.5533016759305337,0.8922596475574393,0.9078036195759703,0.43557459602546267,1.517542836843343,1.0030907078337123
Qatar,Asia,2807805.0,112092,656.0,178.0,80.0,108831.0,936.0,3083.0,77.0,39922.0,63.0,511000.0,181993.0,EasternMediterranean,0.15879813010741178,97.09078257145916,0.039921575750452756,63.39471580113291,39921.57575045276,0.5852335581486636,44.9438202247191,0.8600490669018938,0.47811175678817763,7.669244277690232,0.992042384069238
Kazakhstan,Asia,18798667.0,95942,656.0,1058.0,80.0,68871.0,936.0,26013.0,221.0,5104.0,56.0,2163713.0,115099.0,Europe,1.1027495778699632,71.78399449667508,0.005103659743533943,56.2805862777398,5103.659743533943,0.6837464301348731,7.561436672967864,1.3590625952868407,0.5322443111897429,8.625924101331433,1.1180421519411456
Egypt,Africa,102516525.0,95006,656.0,4951.0,80.0,48898.0,936.0,41157.0,41.0,927.0,48.0,135000.0,1317.0,EasternMediterranean,5.211249815801107,51.46832831610635,0.0009267383965658219,48.29465298399454,926.738396565822,0.6904827063553881,1.6158351848111492,1.9141887193750255,0.5829815906090225,8.819054573572485,1.2293411398481215
Ecuador,South America,17668824.0,90537,656.0,5877.0,80.0,71318.0,936.0,13342.0,378.0,5124.0,333.0,258582.0,14635.0,Americas,6.4912687630471515,78.7722146746634,0.005124110127533106,332.61976009269205,5124.110127533106,0.7245656471939649,1.36123872724179,1.3124316441851986,0.6198392716505906,8.792076221406374,1.2844737546235445
Bolivia,South America,11688459.0,86423,1282.0,3465.0,80.0,27373.0,936.0,55585.0,71.0,7394.0,296.0,183583.0,15706.0,Americas,4.00934936301679,31.673281418141002,0.007393874590311691,296.446263788922,7393.874590311691,1.483401409347049,2.3088023088023086,3.4194279034084683,0.7533055034563336,8.590343660869825,1.572903180540566
Sweden,Europe,10105596.0,81967,656.0,5766.0,80.0,2178.0,936.0,899.0,38.0,8111.0,571.0,863315.0,85429.0,Europe,7.034538289799554,2.6571669086339624,0.008111050550605823,570.5749566873641,8111.0505506058225,0.8003220808374102,1.387443635102324,42.97520661157025,0.7887219297068404,8.581548057314569,7.535452880043378
Oman,Asia,5118446.0,80713,656.0,492.0,80.0,70910.0,936.0,9311.0,177.0,15769.0,96.0,309212.0,60411.0,EasternMediterranean,0.6095672320444043,87.85449679729412,0.015769043963734304,96.12292480960042,15769.043963734304,0.812756309392539,16.260162601626014,1.3199830771400367,0.8257868773442697,10.77696276503865,7.594335659695388
Israel,Asia,9197590.0,79559,656.0,576.0,80.0,53427.0,936.0,25556.0,358.0,8650.0,63.0,1872453.0,203581.0,Europe,0.7239910003896479,67.1539360726002,0.008649983310845558,62.62510070572835,8649.983310845557,0.8245453059993213,13.88888888888889,1.7519231849065078,0.8599742698943637,6.340544002777193,7.721746247981762
Ukraine,Europe,43705858.0,76808,656.0,1819.0,80.0,42524.0,936.0,32465.0,158.0,1757.0,42.0,1116641.0,25549.0,Europe,2.3682428913654827,55.36402458077284,0.0017573845592963762,41.61913489949105,1757.3845592963762,0.8540777002395583,4.398020890599231,2.201109961433543,0.8843073084807472,5.888627462438817,7.842038728859862
Dominican Republic,North America,10858648.0,76536,656.0,1246.0,80.0,40539.0,936.0,34751.0,317.0,7048.0,115.0,281926.0,25963.0,Americas,1.6279920560259225,52.96723110693007,0.00704839129143886,114.74725030224758,7048.39129143886,0.8571129925786559,6.420545746388442,2.308887737734034,0.9081116350840713,6.575014685521287,7.89842430291115
Panama,North America,4321282.0,71418,656.0,1574.0,80.0,45658.0,936.0,24186.0,161.0,16527.0,364.0,240995.0,55769.0,Americas,2.203926181074799,63.930661737937214,0.01652703989232825,364.2437591436986,16527.03989232825,0.9185359433196113,5.082592121982211,2.0500240921634765,0.935821677387735,7.106636599055633,8.00379465262233
Belgium,Europe,11594739.0,71158,656.0,9859.0,80.0,17661.0,936.0,43638.0,61.0,6137.0,850.0,1767120.0,152407.0,Europe,13.855083054610867,24.819415947609542,0.006137093728457364,850.2994332170823,6137.093728457364,0.9218921273785099,0.8114413226493559,5.299813147613385,0.8556060656779437,6.892727886748069,8.272421116080176
Kuwait,Asia,4276658.0,70045,656.0,469.0,80.0,61610.0,936.0,7966.0,127.0,16378.0,110.0,522200.0,122105.0,EasternMediterranean,0.6695695624241559,87.95774145192377,0.016378443167538764,109.66507024877836,16378.443167538764,0.9365407952030838,17.057569296375267,1.519233890602175,0.875065882015897,9.131317266929916,2.3501392987990237
Belarus,Europe,9449001.0,68503,656.0,580.0,80.0,63756.0,936.0,4167.0,27.5,7250.0,61.0,1344303.0,142269.0,Europe,0.8466782476679853,93.07037647986219,0.007249761112312296,61.382150345840785,7249.761112312296,0.9576222939141352,13.793103448275861,1.4680971202710333,0.8957610226618394,8.778880245022751,2.371298447817737
UAE,Asia,9902079.0,61845,656.0,354.0,80.0,55739.0,936.0,5752.0,27.5,6246.0,36.0,5262658.0,531470.0,EasternMediterranean,0.57239873878244,90.1269302287978,0.006245658108766856,35.75006824324468,6245.6581087668565,1.0607163068962728,22.598870056497177,1.6792550996609197,0.9294997370756896,10.023163268966794,2.3609172927826534
Romania,Europe,19224023.0,57895,656.0,2566.0,80.0,28992.0,936.0,26337.0,458.0,3012.0,133.0,1319369.0,68631.0,Europe,4.4321616719924,50.07686328698506,0.003011596480091602,133.47882490569222,3011.5964800916017,1.1330857587010967,3.117692907248636,3.2284768211920527,0.9693580311416238,9.84025927134528,2.507683987033869
Netherlands,Europe,17138756.0,56982,656.0,6153.0,80.0,2178.0,936.0,899.0,37.0,3325.0,359.0,1079860.0,63007.0,Europe,10.798146783194692,3.8222596609455617,0.003324745389922116,359.0108873712888,3324.745389922116,1.1512407426906743,1.300178774581505,42.97520661157025,1.0113762811576263,9.10877827537286,8.317158111867615
Singapore,Asia,5854932.0,54555,656.0,27.0,80.0,48031.0,936.0,6497.0,27.5,9318.0,5.0,1474372.0,251817.0,WesternPacific,0.049491339015672264,88.04142608376867,0.009317785415782796,4.611496768877931,9317.785415782795,1.2024562368252223,296.2962962962963,1.948741437821407,1.0519363230869991,50.71073601456059,8.302689161247319
Guatemala,North America,17946899.0,54339,656.0,2119.0,80.0,42070.0,936.0,10150.0,5.0,3028.0,118.0,172712.0,9624.0,Americas,3.8995932939509377,77.42137323101271,0.0030277654095005493,118.07053686544957,3027.765409500549,1.207236055135354,3.7753657385559225,2.22486332303304,1.092699741337977,51.13415378826152,7.863410614878697
Portugal,Europe,10193593.0,52061,656.0,1743.0,80.0,37840.0,936.0,12478.0,42.0,5107.0,171.0,1705474.0,167308.0,Europe,3.3479956205220796,72.68396688500029,0.005107227647797984,170.98975797836937,5107.227647797984,1.2600603138625843,4.589787722317843,2.473572938689218,1.1389168154321914,49.353042134824754,7.999744764605418
Poland,Europe,37842302.0,49515,656.0,1774.0,80.0,35642.0,936.0,12099.0,72.0,1308.0,47.0,2374686.0,62752.0,Europe,3.582752701201656,71.98222760779561,0.0013084563407374107,46.87875489181393,1308.4563407374108,1.324851055235787,4.509582863585118,2.6261152572807362,1.1913780670495702,48.026824908440354,8.165175927035374
Nigeria,Africa,206606300.0,45244,656.0,930.0,80.0,32430.0,936.0,11884.0,7.0,219.0,5.0,306894.0,1485.0,Africa,2.055521174078331,71.67801255415083,0.00021898654590881303,4.5013148195384165,218.98654590881304,1.4499160109627796,8.60215053763441,2.8862164662349676,1.2469780247733568,46.02729354860282,8.337598979403097
Honduras,North America,9919704.0,45098,656.0,1423.0,80.0,6116.0,936.0,37559.0,52.0,4546.0,143.0,109292.0,11018.0,Americas,3.155350569870061,13.561577010066966,0.004546305010714029,143.45186106359625,4546.305010714029,1.4546099605304004,5.621925509486999,15.304120340091561,1.2929100536061144,46.38504106320829,10.062690910674457
Bahrain,Asia,1706669.0,42889,656.0,156.0,80.0,39945.0,936.0,2788.0,41.0,25130.0,91.0,876700.0,513691.0,EasternMediterranean,0.36372962764345174,93.13576907831845,0.02513023907975126,91.40612503068844,25130.23907975126,1.5295297162442585,51.28205128205128,2.3432219301539616,1.346951335542341,53.52530856427541,4.2581216704721285
Japan,Asia,126435859.0,42263,656.0,1026.0,80.0,28877.0,936.0,12360.0,115.0,334.0,8.0,938739.0,7425.0,WesternPacific,2.427655395972837,68.3269053309041,0.00033426434821785806,8.114786486324263,334.26434821785807,1.552185126469962,7.797270955165692,3.241333933580358,1.3969126054915895,12.311162086971038,4.442777741294836
Armenia,Asia,2963811.0,39819,656.0,772.0,80.0,31556.0,936.0,7491.0,27.5,13435.0,260.0,171600.0,57898.0,Europe,1.938772947587835,79.24859991461362,0.01343506721582449,260.4754486706474,13435.06721582449,1.6474547326653106,10.362694300518134,2.966155406261884,1.459800987995869,13.25220902439421,4.548676610327528
Ghana,Africa,31133483.0,39642,656.0,199.0,80.0,36384.0,936.0,3059.0,7.0,1273.0,6.0,405817.0,13035.0,Africa,0.5019928358811362,91.78144392311185,0.0012732915234700852,6.391832227701604,1273.2915234700852,1.6548105544624387,40.20100502512563,2.5725593667546174,1.5161938795101337,18.339525781938182,4.562817528622585
Kyrgyzstan,Asia,6534479.0,38659,656.0,1447.0,80.0,30099.0,936.0,7113.0,24.0,5916.0,221.0,267718.0,40970.0,Europe,3.7429835225949977,77.85767867766886,0.005916156437261486,221.44076061764068,5916.156437261487,1.6968881761038828,5.5286800276434,3.10973786504535,1.5693420396341475,18.48511109108936,4.631906472588958
Afghanistan,Asia,39009447.0,36896,656.0,1298.0,80.0,25840.0,936.0,9758.0,31.0,946.0,33.0,90396.0,2317.0,EasternMediterranean,3.5179965307892456,70.03469210754554,0.0009458221748183203,33.2739912975439,945.8221748183204,1.7779705117085862,6.163328197226503,3.6222910216718267,1.61620696831212,18.13670789960252,4.737059980508509
Switzerland,Europe,8660952.0,36108,656.0,1985.0,80.0,31600.0,936.0,2523.0,23.0,4169.0,229.0,822764.0,94997.0,Europe,5.497396698792512,87.51523208153318,0.004169056704159081,229.1895856252292,4169.056704159081,1.8167719065027141,4.030226700251889,2.962025316455696,1.6679443891653076,17.909322355426077,2.9739035485605285
Algeria,Africa,43926079.0,33626,656.0,1273.0,80.0,23238.0,936.0,9115.0,57.0,766.0,29.0,135702.0,32585.0,Africa,3.78576101825968,69.10723844644025,0.0007655133525576002,28.980506090698423,765.5133525576002,1.9508713495509427,6.284367635506677,4.027885360185903,1.7281360510662622,11.481081834491132,3.2145697528508057
Azerbaijan,Asia,10148243.0,33247,656.0,479.0,80.0,29275.0,936.0,3493.0,66.0,3276.0,47.0,766179.0,75499.0,Europe,1.4407314945709386,88.05305741871447,0.003276133612488388,47.20028875934485,3276.1336124883883,1.973110355821578,16.701461377870565,3.1972672929120414,1.788268226687922,12.753109037734687,3.208274518469618
Morocco,Africa,36953359.0,29644,656.0,449.0,80.0,20553.0,936.0,8642.0,31.0,802.0,12.0,1383816.0,37448.0,EasternMediterranean,1.514640399406288,69.3327486169208,0.0008022004170175707,12.15045160035384,802.2004170175708,2.21292673053569,17.817371937639198,4.554079696394687,1.8690499406694046,13.818062985894839,3.4351208456314466
Uzbekistan,Asia,33516027.0,28315,656.0,175.0,80.0,19291.0,936.0,8849.0,228.0,845.0,5.0,1377915.0,41112.0,Europe,0.6180469715698393,68.12996644887869,0.0008448197037196562,5.221382594064625,844.8197037196562,2.3167932191417977,45.714285714285715,4.852003524959826,1.963618892766456,14.605674512917707,3.760755725375048
Serbia,Europe,8733665.0,27332,656.0,621.0,80.0,14047.0,936.0,12664.0,120.0,3129.0,71.0,723137.0,82799.0,Europe,2.2720620518074055,51.393970437582325,0.0031294994712987045,71.10416989889124,3129.4994712987045,2.400117078881897,12.88244766505636,6.663344486367196,2.0640801645918865,15.656212746833843,4.268413814135312
Moldova,Europe,4032983.0,26628,656.0,828.0,80.0,18676.0,936.0,7124.0,362.0,6603.0,205.0,128076.0,31757.0,Europe,3.1095087877422265,70.13669821240799,0.006602556965898443,205.3070890702986,6602.556965898442,2.4635721796605075,9.66183574879227,5.011779824373527,2.1620232600135894,16.155999539914667,4.466912214521269
Ireland,Europe,4943200.0,26372,656.0,1768.0,80.0,23364.0,936.0,1240.0,5.0,5335.0,358.0,652917.0,132084.0,Europe,6.704080084938571,88.59396329440315,0.005335005664346981,357.6630522738307,5335.005664346982,2.487486728348248,4.524886877828054,4.006163328197227,2.25783966313438,16.226665279568405,4.616074787627203
Kenya,Africa,53881160.0,24411,656.0,399.0,80.0,10444.0,936.0,13568.0,44.0,453.0,7.0,335318.0,6223.0,Africa,1.6345090328130762,42.783990823808935,0.00045305260688522666,7.405185782934146,453.0526068852267,2.6873130965548317,20.050125313283207,8.962083492914592,2.3630456269920788,18.19320209067934,5.3209602351598715
Venezuela,South America,28427499.0,22299,656.0,195.0,80.0,12146.0,936.0,9958.0,42.0,784.0,7.0,1567431.0,55138.0,Americas,0.8744786761738195,54.4688102605498,0.0007844165257028063,6.859555249654568,784.4165257028063,2.9418359567693617,41.02564102564102,7.706240737691421,2.5014349985560473,21.66808489750369,5.9650992986997835
Nepal,Asia,29186486.0,21750,656.0,65.0,80.0,15389.0,936.0,6296.0,27.5,745.0,2.0,731977.0,25079.0,South-EastAsia,0.2988505747126437,70.75402298850575,0.0007452079020406911,2.2270580980526398,745.207902040691,3.0160919540229885,123.07692307692308,6.082266554032101,2.6161728876256616,36.70516363168711,6.1834117069337
Austria,Europe,9011577.0,21696,656.0,719.0,80.0,19596.0,936.0,1381.0,25.0,2408.0,80.0,937275.0,104008.0,Europe,3.313974926253687,90.320796460177,0.0024075697294713232,79.78625716675339,2407.569729471323,3.023598820058997,11.126564673157164,4.776484996938151,2.717145116328119,31.764060625811595,6.172623345787747
Costa Rica,North America,5098730.0,21070,656.0,200.0,80.0,7038.0,936.0,13832.0,103.0,4132.0,39.0,96110.0,18850.0,Americas,0.9492168960607499,33.40294257237779,0.004132401598045003,39.225454181727606,4132.401598045003,3.1134314190792596,40.0,13.299232736572892,2.819047164927742,35.63799667366068,7.120607381531417
